instr,term,enroll,evals,rmd_class,rmd_instr,time,Course_ID,Course_Name,expected_grade,expected_gpa,actual_grade,actual_gpa
"Trott, Sean Thomas",WI23,35,16,100.0,100.0,3.88,CSS 2,Data/Model Programming: CSS (A),A-,3.94,B+,3.61
"Pass, Natalye Joann",WI23,21,7,100.0,100.0,7.07,DOC 100D,Promises&Contradictions/USCult (A),A-,3.83,B+,3.34
"Pass, Natalye Joann",WI23,24,7,83.3,100.0,8.5,DOC 100D,Promises&Contradictions/USCult (B),B,3.25,B+,3.4
"Johnston, Emily Ronay",WI23,251,214,84.8,95.2,3.48,DOC 2,Justice (A),A-,3.91,A-,3.83
"Solomon, Amanda Lee Albaniel",WI23,251,221,89.0,97.7,3.88,DOC 2,Justice (B),A-,3.94,A-,3.92
"Strom, Megan C.",WI23,233,219,85.0,93.4,4.19,DOC 2,Justice (C),A-,3.93,A-,3.84
"Strom, Megan C.",WI23,247,220,84.3,94.0,3.68,DOC 2,Justice (D),A-,3.86,A-,3.74
"Tiefenbruck, Janine LoBue",WI23,103,71,84.5,90.1,9.46,DSC 10,Principles of Data Science (A),B+,3.3,B-,2.98
"Tiefenbruck, Janine LoBue",WI23,106,74,89.0,91.8,8.82,DSC 10,Principles of Data Science (B),B+,3.36,B,3.14
"Tiefenbruck, Janine LoBue",WI23,92,53,88.5,90.4,7.96,DSC 10,Principles of Data Science (D),B+,3.42,B-,2.76
"Salimi, Babak",WI23,119,98,95.9,81.4,5.66,DSC 100,Intro to Data Management (A),A-,3.86,A-,3.85
"Kolovos, Alexandros",WI23,160,48,80.4,91.3,7.79,DSC 102,Systems for Scalable Analytics (A),B+,3.56,A-,3.88
"Liao, Soohyun Nam",WI23,145,92,57.1,40.7,9.44,DSC 106,Intro to Data Visualization (A),B+,3.69,B+,3.7
"Eldridge, Justin Matthew",WI23,115,37,97.2,97.2,7.01,DSC 140A,Probabilistic Modeling and ML (A),B+,3.49,B+,3.42
"Aoi, Mikio C",WI23,118,38,88.9,91.7,7.41,DSC 140A,Probabilistic Modeling and ML (B),B+,3.41,B+,3.36
"Shang, Jingbo",WI23,63,40,94.9,89.5,6.86,DSC 148,Introduction to Data Mining (A),A-,3.9,A-,3.82
"Zaslavsky, Ilya",WI23,34,6,83.3,83.3,12.17,DSC 170,Spatial Data Science and Appl (A),B+,3.5,A-,3.97
"Rampure, Suraj",WI23,110,26,95.8,100.0,8.24,DSC 180B,Data Science Project II (A),A,4.0,A-,3.95
"Rampure, Suraj",WI23,91,19,94.7,100.0,9.24,DSC 180B,Data Science Project II (B),A-,3.89,A-,3.89
"Langlois, Marina",WI23,142,78,93.2,93.2,11.13,DSC 20,Prgrmng/DataStruc for Data Sci (A),B+,3.49,B,3.17
"Langlois, Marina",WI23,134,69,75.4,83.1,10.41,DSC 20,Prgrmng/DataStruc for Data Sci (B),B+,3.37,B-,2.91
"Liao, Soohyun Nam",WI23,106,95,75.8,63.2,12.27,DSC 30,DataStrc/Algrthms for Data Sci (A),B,3.15,B,3.26
"Mishne, Gal",WI23,92,86,79.8,84.5,8.03,DSC 40A,Theor Fndtns of Data Sci I (A),B,3.15,B,3.05
"Roy, Abhishek",WI23,36,31,76.7,73.3,9.5,DSC 40A,Theor Fndtns of Data Sci I (B),B+,3.4,B,3.16
"Eldridge, Justin Matthew",WI23,120,63,96.7,100.0,6.32,DSC 40B,Theor Fndtns of Data Sci II (A),B+,3.57,B+,3.34
"Wang, Yusu",WI23,42,25,92.0,84.0,5.3,DSC 40B,Theor Fndtns of Data Sci II (B),A-,3.83,B+,3.32
"Rampure, Suraj",WI23,124,100,98.0,98.0,12.9,DSC 80,Practice of Data Science (A),B+,3.49,B+,3.57
"Meyer, Michael Wayne",WI23,160,64,93.5,98.4,5.36,DSGN 1,Design of Everyday Things (A),A-,3.71,B+,3.64
"Klemmer, Scott R",WI23,37,14,75.0,41.7,4.65,DSGN 1,Design of Everyday Things (B),B+,3.6,B+,3.54
"Rill, Bryan",WI23,95,23,75.0,65.0,8.31,DSGN 100,Prototyping (A),B+,3.38,B+,3.61
"Xia, Haijun",WI23,38,27,96.3,96.3,5.02,DSGN 118,Dsgn Creativity/Productivity (A),A-,3.74,B+,3.56
"Baghdadchi, Saharnaz",WI23,156,120,80.7,94.1,8.09,ECE 101,Linear Systems Fundamentals (A),B,3.24,B-,2.75
"Le, Hanh-Phuc",WI23,70,54,94.3,96.2,8.31,ECE 102,Intro/Active Circuit Design (A),B,3.08,B,3.04
"Lo, Yu-Hwa",WI23,50,24,83.3,75.0,4.75,ECE 103,Fundamntls/Devices & Materials (A),B,3.08,B-,2.89
"Lomakin, Vitaliy",WI23,79,31,71.0,70.0,8.82,ECE 107,Electromagnetism (A),B-,2.87,B,3.06
"Zeger, Kenneth A.",WI23,123,51,76.0,91.8,7.07,ECE 109,Engineering Probability&Stats (A),B,3.13,B-,2.75
"Eldon, John",WI23,174,147,91.2,95.2,5.73,ECE 111,Advanced Digital Design Proj (A),B+,3.69,B+,3.69
"Esmaili, Gholamreza",WI23,43,24,81.0,88.9,8.79,ECE 121B,Energy Conversion (A),B,3.14,B,3.23
"Le, Hanh-Phuc",WI23,59,49,95.8,95.8,8.75,ECE 125A,Intro to Power Electronics I (A),B-,2.98,B-,2.85
"Esmaili, Gholamreza",WI23,66,20,77.8,72.2,7.61,ECE 128B,Power Grid Modernization (A),B,3.22,B,3.16
"Gessner, Richard K.",WI23,95,40,82.1,92.1,12.76,ECE 140A,The Art of Product Eng I (A),B+,3.41,B,3.09
"Khoshabeh, Ramsin",WI23,95,40,82.1,94.9,12.76,ECE 140A,The Art of Product Eng I (A),B+,3.41,B,3.09
"Gessner, Richard K.",WI23,38,18,80.0,93.3,14.74,ECE 141A,Software Foundations I (A),B+,3.33,C+,2.54
"Unpingco, Jose H.",WI23,96,57,98.1,98.1,7.5,ECE 143,Programming for Data Analysis (A),A-,3.8,A-,3.82
"Phan, Alex Minh Giang",WI23,53,43,97.6,97.6,9.45,ECE 144,LabVIEW Programming (A),B+,3.49,B+,3.61
"Silberman, Jack",WI23,26,15,84.6,61.5,11.5,ECE 148,Intro to Autonomous Vehicles (A),A-,3.79,A-,3.84
"Wang, Edward Jay",WI23,151,114,76.1,91.2,8.87,ECE 15,Engineering Computation (A),B-,2.99,B-,2.7
"Kumar, Rakesh",WI23,37,29,96.6,86.2,5.95,ECE 150,Entrepreneurship for Engineers (A),B+,3.69,B+,3.33
"Nguyen, Truong Quang",WI23,29,13,92.3,100.0,8.19,ECE 161B,Digital Signal Processing I (A),B,3.15,B,3.3
"Trivedi, Mohan M.",WI23,86,24,90.5,86.4,7.5,ECE 172A,Introductn/Intelligent Systems (A),B+,3.4,B+,3.38
"Vasconcelos, Nuno",WI23,69,30,93.3,90.0,9.12,ECE 175A,Pattrn Recogn and Machine Lrng (A),B,3.24,B,3.01
"Wang, Xiaolong",WI23,112,46,83.7,81.0,8.54,ECE 176,Intro Deep Learning & Apps (A),A-,3.71,B+,3.69
"Morris, Karcher William",WI23,120,55,94.2,98.1,7.19,ECE 25,Introduction to Digital Design (A),B,3.1,B-,2.8
"Gilja, Vikash",WI23,150,83,86.3,90.0,9.05,ECE 35,Introduction to Analog Design (A),B,3.16,C+,2.53
"Sworder, David D.",WI23,208,115,43.0,8.0,8.41,ECE 45,Circuits and Systems (A),B-,2.81,B,3.11
"Morris, Karcher William",WI23,95,33,93.3,96.7,5.85,ECE 5,Intro to ECE (A),B+,3.58,B,3.24
"Baghdadchi, Saharnaz",WI23,149,111,93.6,96.4,9.37,ECE 65,Components & Circuits Lab (A),B+,3.44,B,3.07
"Crane, Meredith Helen",WI23,343,220,98.2,98.6,3.6,ECON 1,Principles of Microeconomics (A),B+,3.47,B-,2.96
"Newhouse, Herbert S",WI23,183,43,85.4,92.7,4.99,ECON 100A,Microeconomics A (A),B,3.22,B-,2.72
"Newhouse, Herbert S",WI23,187,54,86.3,94.0,7.17,ECON 100A,Microeconomics A (B),B,3.06,C+,2.69
"Tocoian, Oana",WI23,140,40,80.0,77.5,7.1,ECON 100B,Microeconomics B (A),B,3.15,B-,2.77
"Tocoian, Oana",WI23,138,52,76.5,70.6,7.87,ECON 100B,Microeconomics B (B),B,3.14,B-,2.85
"Grigoryan, Aram",WI23,124,78,80.5,70.1,6.92,ECON 100B,Microeconomics B (C),B+,3.32,B-,2.92
"Grigoryan, Aram",WI23,48,30,82.8,75.9,6.02,ECON 100B,Microeconomics B (D),B+,3.39,B-,2.82
"Newhouse, Herbert S",WI23,126,28,100.0,88.5,7.14,ECON 100C,Microeconomics C (A),B+,3.4,B-,2.84
"Shishkin, Denis",WI23,67,41,70.0,80.0,7.94,ECON 109,Game Theory (A),B,3.24,C+,2.62
"Shishkin, Denis",WI23,65,39,74.4,76.9,7.22,ECON 109,Game Theory (B),B-,2.97,B-,2.7
"Levkoff, Steven B.",WI23,138,35,73.3,80.0,5.73,ECON 110A,Long Run Macroeconomics (A),B,3.07,C+,2.5
"Jaimovich, Nir",WI23,26,5,80.0,80.0,4.1,ECON 110A,Long Run Macroeconomics (B),B+,3.6,B+,3.3
"Hamilton, James D.",WI23,102,22,90.0,90.0,7.0,ECON 110B,Short Run Macroeconomics (A),B+,3.6,B,3.04
"Hamilton, James D.",WI23,101,28,85.2,81.5,7.42,ECON 110B,Short Run Macroeconomics (B),B+,3.31,B-,2.87
"Cohen, Darrel Steven",WI23,136,28,100.0,100.0,5.39,ECON 111,Monetary Economics (A),B+,3.35,B-,2.87
"Candido, Maria Teresa",WI23,399,117,83.3,81.4,6.63,ECON 120A,Econometrics A (A),B,3.27,B-,2.84
"Dahl, Gordon B.",WI23,247,71,90.0,89.7,6.61,ECON 120B,Econometrics B (A),B,3.24,B-,2.82
"Dahl, Gordon B.",WI23,95,37,94.4,94.4,6.39,ECON 120B,Econometrics B (B),B+,3.35,B,3.02
"Dahl, Gordon B.",WI23,20,8,100.0,100.0,5.5,ECON 120BH,Honors Econometrics B (A),A-,3.86,A,4.0
"Candido, Maria Teresa",WI23,113,23,81.8,81.8,7.05,ECON 120C,Econometrics C (A),B+,3.45,B-,2.86
"Bharadwaj, Prashant",WI23,115,38,86.5,88.9,5.04,ECON 138,Economics of Discrimination (A),B,3.2,B-,2.91
"Bharadwaj, Prashant",WI23,110,34,90.6,93.8,5.75,ECON 138,Economics of Discrimination (B),B+,3.33,B-,2.84
"Squires, Dale E",WI23,225,48,93.6,97.9,4.93,ECON 145,Economics of Ocean Resources (A),B+,3.33,B,3.01
"Betts, Julian",WI23,85,32,84.4,90.3,5.63,ECON 147,Economics of Education (A),B,3.06,C+,2.54
"Heller, Yuval",WI23,48,6,100.0,100.0,2.5,ECON 168,Economics of Modern Israel (A),B+,3.33,B+,3.31
"Zhu, Ying",WI23,51,16,93.8,87.5,7.0,ECON 178,Economic&Business Forecasting (A),B+,3.67,B+,3.32
"Wu, Pak Yeung",WI23,43,26,100.0,100.0,3.86,ECON 183,Topics in Macroeconomics (A),B+,3.6,B+,3.58
"Wu, Pak Yeung",WI23,43,13,100.0,100.0,4.35,ECON 183,Topics in Macroeconomics (B),B+,3.69,B+,3.5
"Crane, Meredith Helen",WI23,140,87,97.7,97.7,4.08,ECON 2,Market Imperfections & Policy (A),B+,3.53,B,3.12
"Ramey, Valerie A",WI23,246,163,87.7,86.4,5.86,ECON 3,Principles of Macroeconomics (A),B,3.05,C+,2.69
"Ramey, Valerie A",WI23,298,187,91.8,89.7,5.38,ECON 3,Principles of Macroeconomics (B),B,3.17,B-,2.85
"Levkoff, Steven B.",WI23,256,102,84.2,92.6,5.64,ECON 4,Financial Accounting (A),B,3.01,B-,2.74
"Arnold, David Hall",WI23,216,85,96.3,94.8,5.6,ECON 5,Data Analytics/Social Sciences (A),B+,3.41,B,3.23
"Arnold, David Hall",WI23,88,26,96.0,96.0,6.18,ECON 5,Data Analytics/Social Sciences (B),B+,3.56,B,3.2
"Halter, Christopher P.",WI23,40,11,90.9,100.0,3.59,EDS 103,Intro to Quant Methods/EdRsrch (A),A-,3.73,B+,3.35
"Cohen, Shana R",WI23,54,24,83.3,87.5,5.42,EDS 111,Child Family Community (A),A,4.0,A-,3.79
"Eguchi, Emi",WI23,23,8,100.0,100.0,4.17,EDS 114,Cogn Develp&Intractv Compt Env (A),A,4.0,B+,3.51
"Clarke, Sherice Nicole",WI23,59,29,65.5,85.7,4.16,EDS 115,Cog Development & Education (A),A-,3.9,A-,3.78
"Bintliff, Amy S.V.",WI23,60,53,100.0,100.0,4.24,EDS 118,Adolescent Devlp & Education (A),A-,3.87,A-,3.85
"Munoz Sanchez, Alicia",WI23,30,11,100.0,100.0,4.14,EDS 119,1st&2nd Lang Lrn:Child to Adol (A),A-,3.88,B,3.23
"Eguchi, Emi",WI23,92,26,100.0,95.8,5.5,EDS 124AR,Teach Computation/DigitalWorld (A),A-,3.91,A-,3.76
"Simon, Elizabeth A",WI23,96,31,92.9,100.0,6.5,EDS 124BR,Teach Computational Thinking (A),A-,3.93,A-,3.9
"Simon, Elizabeth A",WI23,103,17,100.0,100.0,6.26,EDS 124BR,Teach Computational Thinking (C),A-,3.94,B+,3.56
"Jones, Gabrielle Anastasia",WI23,60,36,100.0,100.0,3.64,EDS 125,"Hist,Polic&Theory/Bilingual Ed (A)",A-,3.85,B+,3.61
"Fargason, Sharon Gayle",WI23,43,9,100.0,88.9,3.5,EDS 128A,Intro/Teaching&Learning (Elem) (A),A,4.0,B+,3.41
"Black, Alison Michelle",WI23,53,26,92.3,96.0,4.5,EDS 129B,Intro/Teach&Learn (Secondary) (A),A-,3.85,A-,3.82
"Choi, Bailey Miyeon",WI23,33,24,100.0,100.0,4.41,EDS 130,Intro/Acad Ment/Elem Schl Stdn (A),A-,3.75,A-,3.77
"Bintliff, Amy S.V.",WI23,38,20,100.0,100.0,5.45,EDS 133,"Counsel, Mentor, Advise (P-12) (A)",A-,3.79,A-,3.78
"Chung, Luz Marina",WI23,26,13,100.0,100.0,5.58,EDS 136,Intro/Acad Tut/Second Schl Std (A),A-,3.85,B+,3.64
"Heinzman, Erica M.",WI23,24,22,100.0,100.0,3.32,EDS 39,Explore Secondary STEM Ed (A),A-,3.95,A,4.0
"Evdokimenko, Ekaterina",WI23,21,20,95.0,100.0,3.3,ENG 10,Fundamentals/Engineering Appln (B),A-,3.8,A-,3.83
"Ngo, Anh-Thu T.",WI23,44,30,96.7,100.0,5.1,ENG 100D,Sustainable Development Design (A),A-,3.83,A-,3.71
"Hein, Lin Thu",WI23,31,22,90.9,81.8,6.41,ENG 100DR,Sustainable Development Design (A),B+,3.57,A-,3.81
"Daly, Heather Marie",WI23,27,10,100.0,100.0,2.7,ENVR 102,Selected Topics/Environmntl St (A),A-,3.75,A-,3.85
"Patterson, Timothy Raymond",WI23,59,22,95.5,95.5,3.32,ENVR 110,Environmental Law (A),A-,3.75,A-,3.85
"Haase, Jennifer Susan",WI23,106,71,67.6,56.3,5.94,ESYS 102,The Solid and Fluid Earth (A),B+,3.59,B+,3.59
"Taylor-Garcia, Daphne",WI23,23,15,93.3,93.3,3.43,ETHN 100B,InterdisciplinaryMethodologies (A),A-,3.93,A-,3.95
"Marez, Curtis F.",WI23,92,36,94.1,97.1,3.32,ETHN 101,Ethnic Images in Film (A),A-,3.94,A-,3.73
"Fuste, Jose Ignacio",WI23,59,27,100.0,100.0,4.2,ETHN 104,"Race, Space, & Segregation (A)",B+,3.62,A-,3.77
"Frank, Ross H.",WI23,31,11,90.0,90.0,4.7,ETHN 112B,NativeAm& Indigenous Hist USII (B),B+,3.3,C+,2.64
"Tran, Ly Thi Hai",WI23,20,7,100.0,100.0,3.5,ETHN 123,Asian American Politics (A),A,4.0,B+,3.61
"Sasaki, Christen T",WI23,36,15,100.0,100.0,3.43,ETHN 125R,R-Asian American History (A),A-,3.93,A-,3.86
"Martinez-Matsuda, Veronica",WI23,24,10,100.0,100.0,2.72,ETHN 154,History of Mexican America (A),B,3.1,B,3.03
"Museus, Samuel David",WI23,23,9,100.0,100.0,2.5,ETHN 163J,Asian American Social Movemnts (A),A,4.0,A-,3.95
"Streeby, Shelley",WI23,34,9,87.5,85.7,4.0,ETHN 168,Comparative Ethnic Literature (A),B+,3.38,B+,3.65
"Dresser, Mark Stuart",WI23,24,10,100.0,100.0,2.1,ETHN 179,Discover Jazz (A),B+,3.67,A-,3.84
"Streeby, Shelley",WI23,57,19,89.5,94.4,5.83,ETHN 182,"Race, Gender, Sexuality Sci Fi (A)",A-,3.94,A-,3.75
"Perreira, Christopher Michael",WI23,355,139,91.6,95.3,3.55,ETHN 2R,R-Intro:CirculationsofDifferen (A),A-,3.93,A-,3.8
"Seifert, Marva Lynn",WI23,72,45,90.9,90.9,5.17,FMPH 101,Epidemiology (A),B+,3.38,B-,2.9
"Seifert, Marva Lynn",WI23,68,46,93.2,90.7,5.09,FMPH 101,Epidemiology (B),B+,3.55,B,3.16
"Rana, Brinda Kanti",WI23,69,50,86.0,84.0,5.38,FMPH 102,Biostatistics in Public Health (A),B+,3.59,B+,3.43
"Hartman, Sheri R",WI23,69,42,94.9,94.9,4.55,FMPH 110,Health Behavior & Chronic Dis (A),B+,3.62,B+,3.68
"Hartman, Sheri R",WI23,35,25,91.7,91.7,4.34,FMPH 110,Health Behavior & Chronic Dis (B),A-,3.8,B+,3.59
"Nguyen-Grozavu, France T.",WI23,49,23,82.6,91.3,5.89,FMPH 120,Health Policies/Healthy Lfesty (B),B+,3.32,B-,2.98
"Kayser, Georgia Lyn",WI23,65,35,94.3,94.3,3.53,FMPH 130,Environment & Occuption Health (A),A-,3.74,B+,3.67
"Zoumas-Morse, Christine E.",WI23,64,23,95.7,91.3,3.98,FMPH 161,ClinicalNutrition/PublicHealth (A),A-,3.74,B+,3.67
"Zoumas-Morse, Christine E.",WI23,32,11,90.9,100.0,3.95,FMPH 193,Public Health Capstone I (A),A-,3.91,A-,3.91
"Nguyen-Grozavu, France T.",WI23,32,13,92.3,100.0,3.5,FMPH 193,Public Health Capstone I (B),A-,3.92,A-,3.83
"Romero, Sally Ann Dominick",WI23,34,18,100.0,100.0,3.06,FMPH 193,Public Health Capstone I (C),A-,3.94,A-,3.98
"Ciborowski, Haley Minae",WI23,34,14,100.0,100.0,3.93,FMPH 193,Public Health Capstone I (D),A,4.0,A-,3.91
"Marquez, Becky",WI23,34,34,97.1,100.0,3.85,FMPH 193,Public Health Capstone I (E),A-,3.91,A-,3.79
"Servin, Argentina Elisa No",WI23,31,17,100.0,100.0,3.25,FMPH 193,Public Health Capstone I (F),A-,3.88,A-,3.87
"Larsen, Britta Ann",WI23,66,54,96.2,100.0,3.65,FMPH 40,Introduction to Public Health (A),B+,3.41,B+,3.35
"Arnal, Maud Marie Leonie",WI23,39,19,94.1,100.0,3.24,GLBH 100,Special Topics/Global Health (B),A-,3.94,A-,3.8
"Burgos, Jose L.",WI23,24,18,88.9,88.9,4.5,GLBH 102,Global Health Epidemiology (A),A-,3.89,A-,3.89
"Wilson, Brenda K",WI23,25,14,100.0,92.3,3.5,GLBH 104,Humanities Ethics Professional (A),A-,3.92,A-,3.81
"Olivas Hernandez, Olga Lid",WI23,20,4,100.0,100.0,3.17,GLBH 108,Hispanic and Latinx Issues/GH (A),A,4.0,A-,3.96
"Kang, Byung Chu",WI23,70,29,84.6,76.9,3.42,GLBH 146,Global Health Persp/HIV (A),A-,3.88,B+,3.63
"Walkover, Lillian B",WI23,110,81,92.6,87.7,3.9,GLBH 148,Global Health&Cultrl Diversity (A),B+,3.62,B+,3.33
"Sloane, Julia Kathryn",WI23,30,9,100.0,100.0,3.83,GLBH 150,Culture and Mental Health (A),A-,3.78,B+,3.64
"Mackey, Timothy Ken",WI23,59,19,94.4,100.0,3.39,GLBH 160,Global Health Policy (A),B+,3.56,B+,3.34
"Jenkins, Janis A.",WI23,54,16,100.0,100.0,4.07,GLBH 171R,Global Mental Health (A),A,4.0,B+,3.65
"Card, Alan",WI23,275,90,98.8,98.8,3.13,GLBH 181,Essentials of Global Health (A),A-,3.94,A-,3.89
"Wu, Hua",WI23,141,62,94.9,93.2,4.1,GLBH 20,Introduction to Global Health (A),B+,3.59,B,3.15
"Kokinis, Troy Andreas",WI23,28,16,100.0,100.0,2.9,GSS 22,LatinAm Carib History Culture (A),B+,3.62,A-,3.79
"Wilder, Linnea Lorene",WI23,78,36,100.0,100.0,4.56,HDS 110,Brain & Behavioral Development (A),B+,3.56,B,3.25
"Stewart, Alexander B",WI23,102,74,86.5,90.5,3.39,HDS 133,Cross-Cultural Perspectives (A),B+,3.45,B+,3.59
"Ishizuka, Katie E",WI23,39,8,100.0,100.0,2.75,HDS 173,"Race, Media, and Identity (A)",A-,3.88,A-,3.82
"Warstadt, Melissa Fawn",WI23,39,17,100.0,100.0,2.25,HDS 60,Intro to Statistical Analysis (A),B+,3.47,B,3.23
"Prestholdt, Jeremy",WI23,63,19,94.1,100.0,3.72,HIAF 111,Modern Africa Since 1880 (A),B+,3.44,B,3.24
"Matsumura, Wendy Y",WI23,51,18,100.0,100.0,3.36,HIEA 112,Japan:Mid-19th C.-US Occupatn (A),A-,3.85,A-,3.92
"Muscolino, Micah S",WI23,36,11,100.0,100.0,7.7,HIEA 144,Topics in East Asian History (A),B+,3.67,B+,3.33
"Henry, Todd A.",WI23,52,15,85.7,78.6,5.27,HIEA 150,"Modern Korea, 1800-1945 (A)",B-,2.91,B,3.03
"Watts, Edward J.",WI23,99,23,87.0,87.0,5.26,HIEU 103,Decline and Fall/Roman Empire (A),B,3.07,B-,2.98
"Caciola, Nancy A",WI23,53,14,92.9,92.9,4.36,HIEU 111,Europe in the Middle Ages (A),B+,3.57,B+,3.46
"Gallant, Thomas W.",WI23,49,19,100.0,100.0,3.03,HIEU 116C,Greece/Balkans/20th Century (A),B+,3.68,B+,3.43
"Aschenbrenner, Nathanael A",WI23,50,14,100.0,100.0,4.07,HIEU 120,The Renaissance in Italy (A),B+,3.45,B+,3.63
"Demetriou, Denise",WI23,25,22,100.0,100.0,7.32,HIEU 123,Classical Greek History (A),B+,3.6,B+,3.41
"Strasser, Ulrike",WI23,53,27,92.6,92.6,4.72,HIEU 139,Sex and Gender 1500-1800 (A),B+,3.63,B+,3.63
"Radcliff, Pamela B.",WI23,64,23,91.3,95.5,4.33,HIEU 146,"Fascism,Communism 1919-1945 (A)",B+,3.35,B,3.11
"Neuheiser, Joerg",WI23,36,22,81.8,100.0,5.5,HIEU 150,Modern British History (A),B+,3.42,B-,2.83
"Cowan, Benjamin A",WI23,59,24,95.7,100.0,5.02,HILA 114,Dictatorships in Latin America (A),B+,3.62,B,3.21
"Cowan, Benjamin A",WI23,43,12,100.0,100.0,4.17,HILA 121A,History of Brazil through 1889 (A),A-,3.82,B+,3.54
"Lu, Weijing",WI23,173,65,92.2,71.9,4.4,HILD 11,"East Asia & the West,1279-1911 (A)",B+,3.66,B,3.07
"Plant, Rebecca Jo",WI23,178,72,97.1,98.5,3.75,HILD 2B,United States History (A),B+,3.39,B+,3.42
"Gere, Catherina M.",WI23,54,20,100.0,100.0,2.08,HILD 42,Anthropocene3: IndustrlRevoltn (A),A-,3.85,A-,3.86
"Man, Simeon S",WI23,372,166,99.4,99.4,3.42,HILD 7B,Race & Ethnicity/United States (A),A-,3.78,A-,3.85
"Shafir, Nir",WI23,36,8,87.5,87.5,5.0,HINE 109,History of the Ottoman Empire (A),A-,3.86,B,3.14
"Provence, Michael",WI23,51,14,78.6,85.7,6.36,HINE 119,U.S. Mid-East Policy-Post WWII (A),A-,3.77,B+,3.47
"Gokatalay, Semih",WI23,20,6,100.0,100.0,2.5,HINE 128,Hist of Mideast:Early Medieval (A),A-,3.83,B,3.21
"Edington, Claire Ellen",WI23,46,16,100.0,100.0,5.75,HISC 109,Invention of Tropical Disease (A),A-,3.71,B+,3.46
"Pineda De Avila, Nydia",WI23,21,10,100.0,90.0,4.3,HISC 123,Exploring the Skiesc.1500-1800 (A),B+,3.5,A-,3.94
"Golan, Tal",WI23,52,8,85.7,71.4,2.79,HISC 131,"Science, Technology, & Law (A)",B+,3.4,B+,3.35
"Radcliff, Pamela B.",WI23,29,12,83.3,91.7,4.83,HITO 100,The Craft of History (A),B+,3.58,B+,3.48
"Bermudez, Rosie Cano",WI23,43,13,92.3,100.0,4.35,HIUS 106,Women of Color & Social Movts. (A),B+,3.69,B+,3.65
"Martinez-Matsuda, Veronica",WI23,25,6,100.0,100.0,1.5,HIUS 113,History of Mexican America (A),B+,3.6,B,3.1
"Museus, Samuel David",WI23,23,10,100.0,100.0,2.5,HIUS 125,Asian American Social Movemnts (A),A-,3.8,A-,3.85
"Hendrickson, Gerald M.",WI23,22,11,100.0,100.0,4.86,HIUS 137,Mining and American History (A),B,3.2,B+,3.31
"Klann, Mary Cameron",WI23,58,25,90.9,100.0,3.46,HIUS 144,Topics in U.S. History (A),A-,3.96,A-,3.86
"Bermudez, Rosie Cano",WI23,26,8,100.0,100.0,5.5,HIUS 144,Topics in U.S. History (B),B,3.25,A-,3.71
"Vandevelde, Kenneth Joseph",WI23,59,24,95.8,95.7,3.42,HIUS 152B,Constitutnl Hist/US after 1865 (A),A-,3.79,A-,3.74
"Rodriguez, Bretton Sigfred",WI23,221,192,66.5,92.2,6.62,HUM 1,Foundatns/West Civ:Israel&Grce (A),B,3.17,B,3.25
"Demetriou, Denise",WI23,127,121,60.8,83.3,7.3,HUM 1,Foundatns/West Civ:Israel&Grce (B),B,3.0,B-,2.97
"West, Geoffrey Scott",WI23,271,246,75.2,93.9,7.91,HUM 1,Foundatns/West Civ:Israel&Grce (C),B,3.07,B,3.21
"Markman, Kristina",WI23,365,325,66.4,94.9,7.51,HUM 1,Foundatns/West Civ:Israel&Grce (D),B,3.12,B,3.26
"Watkins, Eric",WI23,174,106,54.5,59.3,5.31,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (A)",B,3.04,B-,2.79
"Kontje, Todd Curtis",WI23,231,137,76.5,96.6,4.85,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (B)",B,3.19,B+,3.32
"Lyon, Antony J.",WI23,231,203,76.0,93.8,5.4,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (C)",B,3.16,B,3.1
"McIntosh, Justin Daniel",WI23,179,64,92.1,96.8,4.22,INTL 101,Cult & Society/Intrn'l Perspec (A),A-,3.83,B+,3.52
"Nellis, Gareth Hb",WI23,143,63,77.0,78.7,5.02,INTL 102,"Econ, Politics & Intn'l Change (A)",B+,3.41,B,3.12
"Day, Joel Keith",WI23,20,7,100.0,100.0,5.07,INTL 190,Seminar/International Studies (A),B,3.29,B+,3.44
"Fisk, David Lee",WI23,20,5,100.0,100.0,5.7,INTL 190,Seminar/International Studies (D),A-,3.8,B-,2.83
"Fortier, Jana",WI23,20,9,62.5,75.0,4.75,INTL 190,Seminar/International Studies (H),B,3.25,B+,3.54
"Ravanilla, Nico",WI23,20,3,100.0,100.0,11.83,INTL 190,Seminar/International Studies (I),B+,3.33,A-,3.7
"Sato, Kyoko",WI23,21,10,100.0,100.0,5.5,JAPN 10B,First Year Japanese II (A),B+,3.5,B+,3.4
"Sato, Kyoko",WI23,26,14,100.0,92.3,6.19,JAPN 10B,First Year Japanese II (C),B+,3.45,B,3.18
"Kamioka, Sachiko",WI23,24,14,100.0,100.0,5.88,JAPN 10B,First Year Japanese II (D),A-,3.7,B+,3.69
"Homma, Kunihiko",WI23,21,10,100.0,100.0,5.1,JAPN 10B,First Year Japanese II (F),B+,3.57,B,3.1
"Kamioka, Sachiko",WI23,25,14,100.0,100.0,6.64,JAPN 10B,First Year Japanese II (G),B+,3.64,B+,3.4
"Tipton, Yuko",WI23,20,10,90.0,90.0,6.1,JAPN 10B,First Year Japanese II (H),B,3.22,B,3.05
